claim_no,Occurrence,Development,Incurred
549,8,27,44717.2728117453
549,8,28,44717.2728117453
549,8,29,44717.2728117453
549,8,30,44717.2728117453
549,8,31,44717.2728117453
549,8,32,44717.2728117453
549,8,33,44717.2728117453
549,8,34,44717.2728117453
549,8,35,44717.2728117453
550,7,0,29237.23991413
550,7,1,29237.23991413
550,7,2,29237.23991413
550,7,3,29237.23991413
550,7,4,29237.23991413
550,7,5,29237.23991413
550,7,6,29237.23991413
550,7,7,29237.23991413
550,7,8,29139.3808436444
550,7,9,29139.3808436444
550,7,10,29139.3808436444
550,7,11,29139.3808436444
550,7,12,29139.3808436444
550,7,13,29139.3808436444
550,7,14,179153.910838178
550,7,15,179153.910838178
550,7,16,162622.39037157
550,7,17,386405.335089488
550,7,18,386405.335089488
550,7,19,386405.335089488
550,7,20,344031.094022852
550,7,21,344031.094022852
550,7,22,344031.094022852
550,7,23,344031.094022852
550,7,24,344031.094022852
550,7,25,344031.094022852
550,7,26,344031.094022852
550,7,27,344031.094022852
550,7,28,344031.094022852
550,7,29,344031.094022852
550,7,30,344031.094022852
550,7,31,344031.094022852
550,7,32,344031.094022852
550,7,33,344031.094022852
550,7,34,344031.094022852
550,7,35,344031.094022852
551,9,0,167890.46843665
551,9,1,167890.46843665
551,9,2,195059.495470895
551,9,3,195059.495470895
551,9,4,195059.495470895
551,9,5,195059.495470895
551,9,6,195059.495470895
551,9,7,195059.495470895
551,9,8,195059.495470895
551,9,9,181407.916554197
551,9,10,181407.916554197
551,9,11,181407.916554197
551,9,12,181407.916554197
551,9,13,179815.454138492
551,9,14,179815.454138492
551,9,15,179815.454138492
551,9,16,179815.454138492
551,9,17,179815.454138492
551,9,18,179815.454138492
551,9,19,179815.454138492
551,9,20,179815.454138492
551,9,21,179815.454138492
551,9,22,179815.454138492
551,9,23,179815.454138492
551,9,24,179815.454138492
551,9,25,179815.454138492
551,9,26,179815.454138492
551,9,27,179815.454138492
551,9,28,179815.454138492
551,9,29,179815.454138492
551,9,30,179815.454138492
551,9,31,179815.454138492
551,9,32,179815.454138492
551,9,33,179815.454138492
551,9,34,179815.454138492
552,8,0,19250.2257593533
552,8,1,19250.2257593533
552,8,2,19250.2257593533
552,8,3,19250.2257593533
552,8,4,19250.2257593533
552,8,5,18867.0575831057
552,8,6,19051.456135828
552,8,7,19051.456135828
552,8,8,19051.456135828
552,8,9,152577.92953561
552,8,10,152577.92953561
552,8,11,154729.504751127
552,8,12,154729.504751127
552,8,13,154729.504751127
552,8,14,313817.508778848
552,8,15,313817.508778848
552,8,16,313817.508778848
552,8,17,313817.508778848
552,8,18,313817.508778848
552,8,19,313817.508778848
552,8,20,313817.508778848
552,8,21,303061.930569152
552,8,22,303061.930569152
552,8,23,303061.930569152
552,8,24,293864.329493802
552,8,25,290024.251326424
552,8,26,290024.251326424
552,8,27,290024.251326424
552,8,28,290024.251326424
552,8,29,290024.251326424
552,8,30,290024.251326424
552,8,31,290024.251326424
552,8,32,290024.251326424
552,8,33,290024.251326424
552,8,34,290024.251326424
552,8,35,290024.251326424
553,7,0,15357.5122896091
553,7,1,17691.8401407884
553,7,2,20185.8919820828
553,7,3,152606.45311187
553,7,4,152606.45311187
553,7,5,152606.45311187
553,7,6,146142.151885943
553,7,7,133979.551180402
553,7,8,121914.991475083
553,7,9,121914.991475083
553,7,10,121914.991475083
553,7,11,121914.991475083
553,7,12,121914.991475083
553,7,13,121914.991475083
553,7,14,121914.991475083
553,7,15,121914.991475083
553,7,16,121914.991475083
553,7,17,121914.991475083
553,7,18,121914.991475083
553,7,19,121914.991475083
553,7,20,121914.991475083
553,7,21,121914.991475083
553,7,22,121914.991475083
553,7,23,121914.991475083
553,7,24,121914.991475083
553,7,25,121914.991475083
553,7,26,121914.991475083
553,7,27,121914.991475083
553,7,28,121914.991475083
553,7,29,121914.991475083
553,7,30,121914.991475083
553,7,31,121914.991475083
553,7,32,121914.991475083
553,7,33,121914.991475083
553,7,34,121914.991475083
553,7,35,121914.991475083
554,8,0,6122.34156598609
554,8,1,6122.34156598609
554,8,2,6122.34156598609
554,8,3,9036.13903328928
554,8,4,51127.30631773239
554,8,5,52840.859055028995
554,8,6,54255.8996967298
554,8,7,54255.8996967298
554,8,8,47997.1383678952
554,8,9,47997.1383678952
554,8,10,47997.1383678952
554,8,11,47997.1383678952
554,8,12,47997.1383678952
554,8,13,47997.1383678952
554,8,14,47997.1383678952
554,8,15,47997.1383678952
554,8,16,47997.1383678952
554,8,17,47997.1383678952
554,8,18,47997.1383678952
554,8,19,47997.1383678952
554,8,20,47997.1383678952
554,8,21,47997.1383678952
554,8,22,47997.1383678952
554,8,23,47997.1383678952
554,8,24,47997.1383678952
554,8,25,47997.1383678952
554,8,26,47997.1383678952
554,8,27,47997.1383678952
554,8,28,47997.1383678952
554,8,29,47997.1383678952
554,8,30,47997.1383678952
554,8,31,47997.1383678952
554,8,32,47997.1383678952
554,8,33,47997.1383678952
554,8,34,47997.1383678952
554,8,35,47997.1383678952
555,8,0,3852.25439323326
555,8,1,3558.28564482293
555,8,2,3558.28564482293
555,8,3,3558.28564482293
555,8,4,3558.28564482293
555,8,5,3558.28564482293
555,8,6,3558.28564482293
555,8,7,3558.28564482293
555,8,8,3558.28564482293
555,8,9,3558.28564482293
555,8,10,3558.28564482293
555,8,11,3558.28564482293
555,8,12,3558.28564482293
555,8,13,3558.28564482293
555,8,14,3558.28564482293
555,8,15,3558.28564482293
555,8,16,3558.28564482293
555,8,17,3558.28564482293
555,8,18,3558.28564482293
555,8,19,3558.28564482293
555,8,20,3558.28564482293
555,8,21,3558.28564482293
555,8,22,3558.28564482293
555,8,23,3558.28564482293
555,8,24,3558.28564482293
555,8,25,3558.28564482293
555,8,26,3558.28564482293
555,8,27,3558.28564482293
555,8,28,3558.28564482293
555,8,29,3558.28564482293
555,8,30,3558.28564482293
555,8,31,3558.28564482293
555,8,32,3558.28564482293
555,8,33,3558.28564482293
555,8,34,3558.28564482293
555,8,35,3558.28564482293
556,8,0,1832.17477522538
556,8,1,1623.17596337909
556,8,2,1623.17596337909
556,8,3,1623.17596337909
556,8,4,1623.17596337909
556,8,5,1623.17596337909
556,8,6,1623.17596337909
556,8,7,1623.17596337909
556,8,8,1623.17596337909
556,8,9,1623.17596337909
556,8,10,1623.17596337909
556,8,11,1623.17596337909
556,8,12,1623.17596337909
556,8,13,1623.17596337909
556,8,14,1623.17596337909
556,8,15,1623.17596337909
556,8,16,1623.17596337909
556,8,17,1623.17596337909
556,8,18,1623.17596337909
556,8,19,1623.17596337909
556,8,20,1623.17596337909
556,8,21,1623.17596337909
556,8,22,1623.17596337909
556,8,23,1623.17596337909
556,8,24,1623.17596337909
556,8,25,1623.17596337909
556,8,26,1623.17596337909
556,8,27,1623.17596337909
556,8,28,1623.17596337909
556,8,29,1623.17596337909
556,8,30,1623.17596337909
556,8,31,1623.17596337909
556,8,32,1623.17596337909
556,8,33,1623.17596337909
556,8,34,1623.17596337909
556,8,35,1623.17596337909
557,8,0,190648.408409576
557,8,1,190648.408409576
557,8,2,190648.408409576
557,8,3,190648.408409576
557,8,4,226555.307648295
557,8,5,261121.318934705
557,8,6,261121.318934705
557,8,7,261121.318934705
557,8,8,261121.318934705
557,8,9,261121.318934705
557,8,10,1621893.9775524
557,8,11,1609491.7984024398
557,8,12,1609491.7984024398
557,8,13,1609491.7984024398
557,8,14,1609491.7984024398
557,8,15,1609491.7984024398
557,8,16,1609491.7984024398
557,8,17,1442381.84521358
557,8,18,978046.4144656379
557,8,19,978046.4144656379
557,8,20,820023.3910182449
557,8,21,912143.1522044449
557,8,22,904418.5787453539
557,8,23,904418.5787453539
557,8,24,904418.5787453539
557,8,25,904418.5787453539
557,8,26,904418.5787453539
557,8,27,904418.5787453539
557,8,28,904418.5787453539
557,8,29,904418.5787453539
557,8,30,904418.5787453539
557,8,31,904418.5787453539
557,8,32,904418.5787453539
557,8,33,904418.5787453539
557,8,34,904418.5787453539
557,8,35,904418.5787453539
558,9,0,74203.0326805989
558,9,1,74203.0326805989
558,9,2,74203.0326805989
558,9,3,84221.8856186773
558,9,4,90658.5476505951
558,9,5,81546.0820815431
558,9,6,71835.9333676827
558,9,7,79366.8787933909
558,9,8,79366.8787933909
558,9,9,79366.8787933909
558,9,10,78846.9554970869
558,9,11,77863.2856373526
558,9,12,77863.2856373526
558,9,13,77863.2856373526
558,9,14,77863.2856373526
558,9,15,77863.2856373526
558,9,16,77863.2856373526
558,9,17,77863.2856373526
558,9,18,77863.2856373526
558,9,19,77863.2856373526
558,9,20,77863.2856373526
558,9,21,77863.2856373526
558,9,22,77863.2856373526
558,9,23,77863.2856373526
558,9,24,77863.2856373526
558,9,25,77863.2856373526
558,9,26,77863.2856373526
558,9,27,77863.2856373526
558,9,28,77863.2856373526
558,9,29,77863.2856373526
558,9,30,77863.2856373526
558,9,31,77863.2856373526
558,9,32,77863.2856373526
558,9,33,77863.2856373526
558,9,34,77863.2856373526
559,7,0,31442.7325536882
559,7,1,31442.7325536882
559,7,2,31442.7325536882
559,7,3,31442.7325536882
559,7,4,31853.4569723355
559,7,5,42785.8726299695
559,7,6,42785.8726299695
559,7,7,42785.8726299695
559,7,8,207100.393012288
559,7,9,207100.393012288
559,7,10,207100.393012288
559,7,11,207100.393012288
559,7,12,207100.393012288
559,7,13,191347.750291017
559,7,14,191347.750291017
559,7,15,174249.96611038
559,7,16,174249.96611038
559,7,17,174249.96611038
559,7,18,174249.96611038
559,7,19,174249.96611038
559,7,20,174249.96611038
559,7,21,174249.96611038
559,7,22,174249.96611038
559,7,23,174249.96611038
559,7,24,174249.96611038
559,7,25,174249.96611038
559,7,26,174249.96611038
559,7,27,174249.96611038
559,7,28,174249.96611038
559,7,29,174249.96611038
559,7,30,174249.96611038
559,7,31,174249.96611038
559,7,32,174249.96611038
559,7,33,174249.96611038
559,7,34,174249.96611038
559,7,35,174249.96611038
560,8,0,15583.8353661094
560,8,1,16179.4207714386
560,8,2,16179.4207714386
560,8,3,16179.4207714386
560,8,4,17018.5448622894
560,8,5,87219.1750585852
560,8,6,87219.1750585852
560,8,7,210716.297569818
560,8,8,210716.297569818
560,8,9,210716.297569818
560,8,10,210716.297569818
560,8,11,208542.926564435
560,8,12,208542.926564435
560,8,13,208542.926564435
560,8,14,208542.926564435
560,8,15,208542.926564435
560,8,16,208542.926564435
560,8,17,208542.926564435
560,8,18,208542.926564435
560,8,19,208542.926564435
560,8,20,208542.926564435
560,8,21,208542.926564435
560,8,22,208542.926564435
560,8,23,208542.926564435
560,8,24,208542.926564435
560,8,25,208542.926564435
560,8,26,208542.926564435
560,8,27,208542.926564435
560,8,28,208542.926564435
560,8,29,208542.926564435
560,8,30,208542.926564435
560,8,31,208542.926564435
560,8,32,208542.926564435
560,8,33,208542.926564435
560,8,34,208542.926564435
560,8,35,208542.926564435
561,9,0,63999.6424405064
561,9,1,63999.6424405064
561,9,2,63999.6424405064
561,9,3,63999.6424405064
561,9,4,63999.6424405064
561,9,5,74877.4519410777
561,9,6,88623.7399548894
561,9,7,100326.333937055
561,9,8,100326.333937055
561,9,9,100326.333937055
561,9,10,100326.333937055
561,9,11,100010.081215829
561,9,12,100010.081215829
561,9,13,100010.081215829
561,9,14,100010.081215829
561,9,15,100010.081215829
561,9,16,621812.162115468
561,9,17,566167.195857893
561,9,18,566167.195857893
561,9,19,566167.195857893
561,9,20,566167.195857893
561,9,21,566167.195857893
561,9,22,566167.195857893
561,9,23,516730.330303789
561,9,24,507595.604210528
561,9,25,507595.604210528
561,9,26,507595.604210528
561,9,27,507595.604210528
561,9,28,507595.604210528
561,9,29,507595.604210528
561,9,30,507595.604210528
561,9,31,507595.604210528
561,9,32,507595.604210528
561,9,33,507595.604210528
561,9,34,507595.604210528
562,8,0,164641.009453301
562,8,1,164641.009453301
562,8,2,164641.009453301
562,8,3,222547.909306988
562,8,4,222547.909306988
562,8,5,222547.909306988
562,8,6,222547.909306988
562,8,7,192575.766005899
562,8,8,192575.766005899
562,8,9,192575.766005899
562,8,10,192575.766005899
562,8,11,192575.766005899
562,8,12,192575.766005899
562,8,13,192575.766005899
562,8,14,192575.766005899
562,8,15,192575.766005899
562,8,16,192575.766005899
562,8,17,192575.766005899
562,8,18,192575.766005899
562,8,19,192575.766005899
562,8,20,192575.766005899
562,8,21,192575.766005899
562,8,22,192575.766005899
562,8,23,192575.766005899
562,8,24,192575.766005899
562,8,25,192575.766005899
562,8,26,192575.766005899
562,8,27,192575.766005899
562,8,28,192575.766005899
562,8,29,192575.766005899
562,8,30,192575.766005899
562,8,31,192575.766005899
562,8,32,192575.766005899
562,8,33,192575.766005899
562,8,34,192575.766005899
562,8,35,192575.766005899
563,7,0,80654.0223607065
563,7,1,80654.0223607065
563,7,2,80654.0223607065
563,7,3,80654.0223607065
563,7,4,80654.0223607065
563,7,5,80654.0223607065
563,7,6,80654.0223607065
563,7,7,80654.0223607065
563,7,8,80654.0223607065
563,7,9,80654.0223607065
563,7,10,80654.0223607065
563,7,11,80654.0223607065
563,7,12,80654.0223607065
563,7,13,80654.0223607065
563,7,14,80654.0223607065
563,7,15,80654.0223607065
563,7,16,80654.0223607065
563,7,17,80654.0223607065
563,7,18,80654.0223607065
563,7,19,80654.0223607065
563,7,20,80654.0223607065
563,7,21,80654.0223607065
563,7,22,80654.0223607065
563,7,23,80654.0223607065
563,7,24,80654.0223607065
563,7,25,80654.0223607065
563,7,26,80654.0223607065
563,7,27,80654.0223607065
563,7,28,80654.0223607065
563,7,29,80654.0223607065
563,7,30,80654.0223607065
563,7,31,80654.0223607065
563,7,32,80654.0223607065
563,7,33,80654.0223607065
563,7,34,80654.0223607065
563,7,35,80654.0223607065
564,8,0,27160.4637183037
564,8,1,27160.4637183037
564,8,2,30691.3696008782
564,8,3,30691.3696008782
564,8,4,29497.1043549313
564,8,5,29497.1043549313
564,8,6,28101.6237982436
564,8,7,132118.222098705
564,8,8,132884.321082418
564,8,9,129471.095367204
564,8,10,402985.990164726
564,8,11,402985.990164726
564,8,12,300621.968136266
564,8,13,300621.968136266
564,8,14,300621.968136266
564,8,15,252921.79387368402
564,8,16,223343.65618279803
564,8,17,221940.10676039802
564,8,18,221940.10676039802
564,8,19,221940.10676039802
564,8,20,221940.10676039802
564,8,21,221940.10676039802
564,8,22,221940.10676039802
564,8,23,221940.10676039802
564,8,24,221940.10676039802
564,8,25,221940.10676039802
564,8,26,221940.10676039802
564,8,27,221940.10676039802
564,8,28,221940.10676039802
564,8,29,221940.10676039802
564,8,30,221940.10676039802
564,8,31,221940.10676039802
564,8,32,221940.10676039802
564,8,33,221940.10676039802
564,8,34,221940.10676039802
564,8,35,221940.10676039802
565,7,0,8706.76395773237
565,7,1,8706.76395773237
565,7,2,38980.0346597621
565,7,3,130195.67489118098
565,7,4,130195.67489118098
565,7,5,130195.67489118098
565,7,6,130195.67489118098
565,7,7,130195.67489118098
565,7,8,130195.67489118098
565,7,9,130195.67489118098
565,7,10,130195.67489118098
565,7,11,130195.67489118098
565,7,12,130195.67489118098
565,7,13,130195.67489118098
565,7,14,130195.67489118098
565,7,15,130195.67489118098
565,7,16,130195.67489118098
565,7,17,130195.67489118098
565,7,18,130195.67489118098
565,7,19,130195.67489118098
565,7,20,130195.67489118098
565,7,21,130195.67489118098
565,7,22,130195.67489118098
565,7,23,130195.67489118098
565,7,24,130195.67489118098
565,7,25,130195.67489118098
565,7,26,130195.67489118098
565,7,27,130195.67489118098
565,7,28,130195.67489118098
565,7,29,130195.67489118098
565,7,30,130195.67489118098
565,7,31,130195.67489118098
565,7,32,130195.67489118098
565,7,33,130195.67489118098
565,7,34,130195.67489118098
565,7,35,130195.67489118098
566,8,0,21625.5638424595
566,8,1,21625.5638424595
566,8,2,25116.1676298793
566,8,3,25116.1676298793
566,8,4,25116.1676298793
566,8,5,25792.7462277421
566,8,6,25792.7462277421
566,8,7,25792.7462277421
566,8,8,25792.7462277421
566,8,9,25590.2428639133
566,8,10,25590.2428639133
566,8,11,25590.2428639133
566,8,12,25590.2428639133
566,8,13,25590.2428639133
566,8,14,25590.2428639133
566,8,15,25590.2428639133
566,8,16,25590.2428639133
566,8,17,25590.2428639133
566,8,18,25590.2428639133
566,8,19,25590.2428639133
566,8,20,25590.2428639133
566,8,21,25590.2428639133
566,8,22,25590.2428639133
566,8,23,25590.2428639133
566,8,24,25590.2428639133
566,8,25,25590.2428639133
566,8,26,25590.2428639133
566,8,27,25590.2428639133
566,8,28,25590.2428639133
566,8,29,25590.2428639133
566,8,30,25590.2428639133
566,8,31,25590.2428639133
566,8,32,25590.2428639133
566,8,33,25590.2428639133
566,8,34,25590.2428639133
566,8,35,25590.2428639133
567,8,0,18251.0445270305
567,8,1,18251.0445270305
567,8,2,18251.0445270305
567,8,3,18251.0445270305
567,8,4,24529.6227762303
567,8,5,24529.6227762303
567,8,6,351031.698859382
567,8,7,323139.697233612
567,8,8,323139.697233612
567,8,9,323139.697233612
567,8,10,323139.697233612
567,8,11,306815.050430966
567,8,12,306815.050430966
567,8,13,306815.050430966
567,8,14,290274.925684082
567,8,15,290274.925684082
567,8,16,290274.925684082
567,8,17,290274.925684082
567,8,18,290274.925684082
567,8,19,290274.925684082
567,8,20,290274.925684082
567,8,21,290274.925684082
567,8,22,290274.925684082
567,8,23,290274.925684082
567,8,24,290274.925684082
567,8,25,290274.925684082
567,8,26,290274.925684082
567,8,27,290274.925684082
567,8,28,290274.925684082
567,8,29,290274.925684082
567,8,30,290274.925684082
567,8,31,290274.925684082
567,8,32,290274.925684082
567,8,33,290274.925684082
567,8,34,290274.925684082
567,8,35,290274.925684082
568,8,0,141460.175834001
568,8,1,141460.175834001
568,8,2,141460.175834001
568,8,3,141460.175834001
568,8,4,141460.175834001
568,8,5,142212.405875818
568,8,6,142212.405875818
568,8,7,142212.405875818
568,8,8,155952.179273912
568,8,9,155952.179273912
568,8,10,155952.179273912
568,8,11,153024.577368377
568,8,12,152627.527374155
568,8,13,152627.527374155
568,8,14,152627.527374155
568,8,15,152627.527374155
568,8,16,106438.455771715
568,8,17,99666.6479071538
568,8,18,99666.6479071538
568,8,19,99666.6479071538
568,8,20,99666.6479071538
568,8,21,99666.6479071538
568,8,22,99666.6479071538
568,8,23,99666.6479071538
568,8,24,99666.6479071538
568,8,25,99666.6479071538
568,8,26,99666.6479071538
568,8,27,99666.6479071538
568,8,28,99666.6479071538
568,8,29,99666.6479071538
568,8,30,99666.6479071538
568,8,31,99666.6479071538
568,8,32,99666.6479071538
568,8,33,99666.6479071538
568,8,34,99666.6479071538
568,8,35,99666.6479071538
569,8,0,17616.6688942053
569,8,1,17616.6688942053
569,8,2,17616.6688942053
569,8,3,19203.9858725979
569,8,4,19203.9858725979
569,8,5,19203.9858725979
569,8,6,19850.132689386
569,8,7,19850.132689386
569,8,8,18489.9360782007
569,8,9,19144.3842771414
569,8,10,19144.3842771414
569,8,11,32935.6721499381
569,8,12,31194.2021377801
569,8,13,30446.6218985332
569,8,14,74259.2359683449
569,8,15,73229.7983953899
569,8,16,73229.7983953899
569,8,17,73229.7983953899
569,8,18,73229.7983953899
569,8,19,73229.7983953899
569,8,20,73229.7983953899
569,8,21,73229.7983953899
569,8,22,73229.7983953899
569,8,23,73229.7983953899
569,8,24,73229.7983953899
569,8,25,73229.7983953899
569,8,26,73229.7983953899
569,8,27,73229.7983953899
569,8,28,73229.7983953899
569,8,29,73229.7983953899
569,8,30,73229.7983953899
569,8,31,73229.7983953899
569,8,32,73229.7983953899
569,8,33,73229.7983953899
569,8,34,73229.7983953899
569,8,35,73229.7983953899
570,9,0,17147.0951975241
570,9,1,17147.0951975241
570,9,2,17147.0951975241
570,9,3,17147.0951975241
570,9,4,15620.3878663896
570,9,5,13886.1049474265
570,9,6,13886.1049474265
570,9,7,13886.1049474265
570,9,8,13886.1049474265
570,9,9,13886.1049474265
570,9,10,13886.1049474265
570,9,11,13886.1049474265
570,9,12,13886.1049474265
570,9,13,13886.1049474265
570,9,14,13886.1049474265
570,9,15,13886.1049474265
570,9,16,13886.1049474265
570,9,17,13886.1049474265
570,9,18,13886.1049474265
570,9,19,13886.1049474265
570,9,20,13886.1049474265
570,9,21,13886.1049474265
570,9,22,13886.1049474265
570,9,23,13886.1049474265
570,9,24,13886.1049474265
570,9,25,13886.1049474265
570,9,26,13886.1049474265
570,9,27,13886.1049474265
570,9,28,13886.1049474265
570,9,29,13886.1049474265
570,9,30,13886.1049474265
570,9,31,13886.1049474265
570,9,32,13886.1049474265
570,9,33,13886.1049474265
570,9,34,13886.1049474265
571,9,0,25912.23469282
571,9,1,25912.23469282
571,9,2,25912.23469282
571,9,3,32476.8018141387
571,9,4,32476.8018141387
571,9,5,32476.8018141387
571,9,6,32476.8018141387
571,9,7,33613.576812566
571,9,8,33613.576812566
571,9,9,31136.7462611413
571,9,10,31211.4319529399
571,9,11,31211.4319529399
571,9,12,155972.897412367
571,9,13,155972.897412367
571,9,14,527393.490163442
571,9,15,512024.659969022
571,9,16,512024.659969022
571,9,17,481366.263135211
571,9,18,425999.855123332
571,9,19,425999.855123332
571,9,20,425999.855123332
571,9,21,365246.017443949
571,9,22,365246.017443949
571,9,23,365246.017443949
571,9,24,365246.017443949
571,9,25,363387.74480594
571,9,26,363387.74480594
571,9,27,363387.74480594
571,9,28,363387.74480594
571,9,29,363387.74480594
571,9,30,363387.74480594
571,9,31,363387.74480594
571,9,32,363387.74480594
571,9,33,363387.74480594
571,9,34,363387.74480594
572,7,0,34709.5120316203
572,7,1,34709.5120316203
572,7,2,34709.5120316203
572,7,3,34709.5120316203
572,7,4,41881.0226448622
572,7,5,41881.0226448622
572,7,6,41881.0226448622
572,7,7,41881.0226448622
572,7,8,40116.1054381042
572,7,9,40116.1054381042
572,7,10,40116.1054381042
572,7,11,40116.1054381042
572,7,12,40116.1054381042
572,7,13,40116.1054381042
572,7,14,40116.1054381042
572,7,15,40116.1054381042
572,7,16,40116.1054381042
572,7,17,40116.1054381042
572,7,18,40116.1054381042
572,7,19,40116.1054381042
572,7,20,40116.1054381042
572,7,21,40116.1054381042
572,7,22,40116.1054381042
572,7,23,40116.1054381042
572,7,24,40116.1054381042
572,7,25,40116.1054381042
572,7,26,40116.1054381042
572,7,27,40116.1054381042
572,7,28,40116.1054381042
572,7,29,40116.1054381042
572,7,30,40116.1054381042
572,7,31,40116.1054381042
572,7,32,40116.1054381042
572,7,33,40116.1054381042
572,7,34,40116.1054381042
572,7,35,40116.1054381042
573,8,0,93219.785125841
573,8,1,93219.785125841
573,8,2,93219.785125841
573,8,3,93219.785125841
573,8,4,93219.785125841
573,8,5,86843.2003779026
573,8,6,86843.2003779026
573,8,7,86843.2003779026
573,8,8,86843.2003779026
573,8,9,82042.4172356512
573,8,10,66588.6885802083
573,8,11,66588.6885802083
573,8,12,66588.6885802083
573,8,13,66588.6885802083
573,8,14,65987.359318492
573,8,15,65987.359318492
573,8,16,65987.359318492
573,8,17,65987.359318492
573,8,18,65987.359318492
573,8,19,65987.359318492
573,8,20,65987.359318492
573,8,21,65987.359318492
573,8,22,65987.359318492
573,8,23,65987.359318492
573,8,24,65987.359318492
573,8,25,65987.359318492
573,8,26,65987.359318492
573,8,27,65987.359318492
573,8,28,65987.359318492
573,8,29,65987.359318492
573,8,30,65987.359318492
573,8,31,65987.359318492
573,8,32,65987.359318492
573,8,33,65987.359318492
573,8,34,65987.359318492
573,8,35,65987.359318492
574,9,0,67916.4397798543
574,9,1,67916.4397798543
574,9,2,66858.6423344855
574,9,3,66858.6423344855
574,9,4,65500.8142260929
574,9,5,65500.8142260929
574,9,6,65500.8142260929
574,9,7,76647.1187723255
574,9,8,71519.7117811921
574,9,9,74021.1330573125
574,9,10,74021.1330573125
574,9,11,74021.1330573125
574,9,12,74021.1330573125
574,9,13,74021.1330573125
574,9,14,74021.1330573125
574,9,15,74021.1330573125
574,9,16,74021.1330573125
574,9,17,74021.1330573125
574,9,18,74021.1330573125
574,9,19,74021.1330573125
574,9,20,74021.1330573125
574,9,21,74021.1330573125
574,9,22,74021.1330573125
574,9,23,74021.1330573125
574,9,24,74021.1330573125
574,9,25,74021.1330573125
574,9,26,74021.1330573125
574,9,27,74021.1330573125
574,9,28,74021.1330573125
574,9,29,74021.1330573125
574,9,30,74021.1330573125
574,9,31,74021.1330573125
574,9,32,74021.1330573125
574,9,33,74021.1330573125
574,9,34,74021.1330573125
575,8,0,86984.7768646653
575,8,1,86984.7768646653
575,8,2,86984.7768646653
575,8,3,86984.7768646653
575,8,4,86984.7768646653
575,8,5,86984.7768646653
575,8,6,86984.7768646653
575,8,7,86984.7768646653
575,8,8,84172.0663375321
575,8,9,84172.0663375321
575,8,10,84172.0663375321
575,8,11,84172.0663375321
575,8,12,71499.438020767
575,8,13,70661.5609565257
575,8,14,70661.5609565257
575,8,15,70661.5609565257
575,8,16,70661.5609565257
575,8,17,70661.5609565257
575,8,18,70661.5609565257
575,8,19,70661.5609565257
575,8,20,70661.5609565257
575,8,21,70661.5609565257
575,8,22,70661.5609565257
575,8,23,70661.5609565257
575,8,24,70661.5609565257
575,8,25,70661.5609565257
575,8,26,70661.5609565257
575,8,27,70661.5609565257
575,8,28,70661.5609565257
575,8,29,70661.5609565257
575,8,30,70661.5609565257
575,8,31,70661.5609565257
575,8,32,70661.5609565257
575,8,33,70661.5609565257
575,8,34,70661.5609565257
575,8,35,70661.5609565257
576,8,0,253472.567101023
576,8,1,253472.567101023
576,8,2,253472.567101023
576,8,3,253472.567101023
576,8,4,253472.567101023
576,8,5,253472.567101023
576,8,6,253472.567101023
576,8,7,253472.567101023
576,8,8,253472.567101023
576,8,9,253472.567101023
576,8,10,205753.212763899
576,8,11,205753.212763899
576,8,12,172671.34900496
576,8,13,172671.34900496
576,8,14,172671.34900496
576,8,15,172671.34900496
576,8,16,172671.34900496
576,8,17,173651.33162844
576,8,18,173651.33162844
576,8,19,173651.33162844
576,8,20,173651.33162844
576,8,21,173651.33162844
576,8,22,173651.33162844
576,8,23,173651.33162844
576,8,24,173651.33162844
576,8,25,173651.33162844
576,8,26,173651.33162844
576,8,27,173651.33162844
576,8,28,173651.33162844
576,8,29,173651.33162844
576,8,30,173651.33162844
576,8,31,173651.33162844
576,8,32,173651.33162844
576,8,33,173651.33162844
576,8,34,173651.33162844
576,8,35,173651.33162844
577,7,0,429630.422703836
577,7,1,429630.422703836
577,7,2,429630.422703836
577,7,3,429630.422703836
577,7,4,429630.422703836
577,7,5,429630.422703836
577,7,6,429630.422703836
577,7,7,403481.745647622
577,7,8,375513.567882298
577,7,9,353894.092194354
577,7,10,340839.018262554
577,7,11,340839.018262554
577,7,12,290329.936799258
577,7,13,290329.936799258
577,7,14,279371.640587847
577,7,15,274912.023410496
577,7,16,270910.713524129
577,7,17,270910.713524129
577,7,18,270910.713524129
577,7,19,270910.713524129
577,7,20,270910.713524129
577,7,21,270910.713524129
577,7,22,270910.713524129
577,7,23,270910.713524129
577,7,24,270910.713524129
577,7,25,270910.713524129
577,7,26,270910.713524129
577,7,27,270910.713524129
577,7,28,270910.713524129
577,7,29,270910.713524129
577,7,30,270910.713524129
577,7,31,270910.713524129
577,7,32,270910.713524129
577,7,33,270910.713524129
577,7,34,270910.713524129
577,7,35,270910.713524129
578,8,0,268636.946759644
578,8,1,268636.946759644
578,8,2,300351.720203293
578,8,3,296515.372819754
578,8,4,285817.23251932
578,8,5,285817.23251932
578,8,6,272316.341982207
578,8,7,181071.994652435
578,8,8,169256.260735791
578,8,9,169256.260735791
578,8,10,169256.260735791
578,8,11,169256.260735791
578,8,12,169256.260735791
578,8,13,169256.260735791
578,8,14,169256.260735791
578,8,15,169256.260735791
578,8,16,169256.260735791
578,8,17,169256.260735791
578,8,18,169256.260735791
578,8,19,169256.260735791
